line_path,page_id,source_id,line_id,text,width,height,n_chars
dudhadasa1900__05__line_1518447369664_340.png,dudhadasa1900__05,dudhadasa1900,line_1518447369664_340,अब नाथ चलिये लोक निज बहुभांति नर लीलाकरी ।,1363,91,42
dudhadasa1900__05__line_1518447374862_341.png,dudhadasa1900__05,dudhadasa1900,line_1518447374862_341,मुनि देवतनकी बन्दि छोरी भार सब बसुधा हरी ॥,1361,86,42
dudhadasa1900__05__line_1518447380234_342.png,dudhadasa1900__05,dudhadasa1900,line_1518447380234_342,सो० सुनि चतुरानन बैन प्रेम लपेटे रसभरे ।,1324,92,40
dudhadasa1900__05__line_1518447386449_343.png,dudhadasa1900__05,dudhadasa1900,line_1518447386449_343,विहँसे राजिवनैन उतर दीन्ह क्वउ जाननहिं ।।,1175,91,41
dudhadasa1900__05__line_1518447391821_344.png,dudhadasa1900__05,dudhadasa1900,line_1518447391821_344,दो० रहे उमा हमहूं वहां देखा सकल समाज ।,1311,86,38
dudhadasa1900__05__line_1518447397775_345.png,dudhadasa1900__05,dudhadasa1900,line_1518447397775_345,प्रजासुखी अघलेश नहिं रामचन्द्रके राज ॥,1178,84,38
dudhadasa1900__05__line_1518447401894_346.png,dudhadasa1900__05,dudhadasa1900,line_1518447401894_346,दूत चारि प्रभुलीन बुलाई । बोले वचन मधुर जलशाई ।।,1549,89,48
dudhadasa1900__05__line_1518447407755_347.png,dudhadasa1900__05,dudhadasa1900,line_1518447407755_347,देशकोश पुर कुशल भुलाई । निशिदिनमोहिं सुनावहुआई ।।,1546,93,49
dudhadasa1900__05__line_1518447412337_348.png,dudhadasa1900__05,dudhadasa1900,line_1518447412337_348,आयसु पाय दूत हरषाने । निज निज कारजगये सयाने ।।,1549,89,46
dudhadasa1900__05__line_1518447418649_349.png,dudhadasa1900__05,dudhadasa1900,line_1518447418649_349,दिनप्रतिखबरि अवधपहुँचावैं । रामचरण पंकज शिरनावैं ।।,1559,90,51
dudhadasa1900__06__line_1518447577538_350.png,dudhadasa1900__06,dudhadasa1900,line_1518447577538_350,६,56,94,1
dudhadasa1900__06__line_1518447580372_351.png,dudhadasa1900__06,dudhadasa1900,line_1518447580372_351,रामाश्वमेध ।,326,90,12
dudhadasa1900__06__line_1518447584689_352.png,dudhadasa1900__06,dudhadasa1900,line_1518447584689_352,बीते दिवस कछू यहि भांती । परमअनन्दअवध दिनराती ॥,1565,96,47
dudhadasa1900__06__line_1518447588958_353.png,dudhadasa1900__06,dudhadasa1900,line_1518447588958_353,एक समय दशरथ कुलनायक । सुन्दरबदनश्यामसुखदायक ॥,1570,90,45
dudhadasa1900__06__line_1518447592533_354.png,dudhadasa1900__06,dudhadasa1900,line_1518447592533_354,राज सभा शोभित रघुराजा । अनुजसहितपुरलोगसमाजा ॥,1557,97,45
dudhadasa1900__06__line_1518447596772_355.png,dudhadasa1900__06,dudhadasa1900,line_1518447596772_355,राजनीति मुनिराज सुनावें । सुनिप्रभुअनुजसहितसुखपावें ।।,1556,85,54
dudhadasa1900__06__line_1518447603274_356.png,dudhadasa1900__06,dudhadasa1900,line_1518447603274_356,और विविध इतिहास पुराना । कहैं वशिष्ठ सुनैं भगवाना ।।,1555,102,52
dudhadasa1900__06__line_1518447608826_357.png,dudhadasa1900__06,dudhadasa1900,line_1518447608826_357,दो० त्यहिअवसर यकदूत तहँ खबरि सुनायो आय ।,1327,92,40
dudhadasa1900__06__line_1518447613563_358.png,dudhadasa1900__06,dudhadasa1900,line_1518447613563_358,कछू प्रकट कछु राखिउर देखि सभा सकुचाय ॥,1181,91,38
dudhadasa1900__06__line_1518447617428_359.png,dudhadasa1900__06,dudhadasa1900,line_1518447617428_359,दूत दशा चक्रित प्रभु जाना । किम्पतगातअधरकुम्हिलाना ॥,1562,94,52
dudhadasa1900__06__line_1518447621930_360.png,dudhadasa1900__06,dudhadasa1900,line_1518447621930_360,पूंछा निकट बुलाय सप्रीती । कहहु यथारथ नीतिअनीती ॥,1569,94,49
dudhadasa1900__06__line_1518447626071_361.png,dudhadasa1900__06,dudhadasa1900,line_1518447626071_361,लाग्यो कहन दूत शिरनाई । सकल चरित रघुबरहिसुनाई ।।,1565,97,48
dudhadasa1900__06__line_1518447631267_362.png,dudhadasa1900__06,dudhadasa1900,line_1518447631267_362,नाथ एक रजगुन रिसिआई । पति गृहतजि कहुँरैनिगवाँई ।।,1560,91,49
dudhadasa1900__06__line_1518447635227_363.png,dudhadasa1900__06,dudhadasa1900,line_1518447635227_363,भोरभये प्रातहि उठि आई । देखत क्रोध रजक उर छाई ॥,1552,93,47
dudhadasa1900__06__line_1518447640596_364.png,dudhadasa1900__06,dudhadasa1900,line_1518447640596_364,मास्यो बहुविधि कहि कटुबानी । रेत्रिय निलज कलहकी खानी ॥,1567,97,54
dudhadasa1900__06__line_1518447644246_365.png,dudhadasa1900__06,dudhadasa1900,line_1518447644246_365,राम समान मोहिं तैं जाने । रावणहरी नारिगृह आने ।।,1558,90,48
dudhadasa1900__06__line_1518447649106_366.png,dudhadasa1900__06,dudhadasa1900,line_1518447649106_366,उन सम मैं नहिं सुनु अपकारी । जो राखों त्वहिं बिना बिचारी ॥,1563,88,58
dudhadasa1900__06__line_1518447654856_367.png,dudhadasa1900__06,dudhadasa1900,line_1518447654856_367,वे समरथ कोशलपुर राऊ । भयवशकहतनअवधसमाऊ ॥,1565,97,39
dudhadasa1900__06__line_1518447658987_368.png,dudhadasa1900__06,dudhadasa1900,line_1518447658987_368,दो० बिन सब भाइनके कहे जो राखों मैं तोहिं ।,1325,98,42
dudhadasa1900__06__line_1518447662772_369.png,dudhadasa1900__06,dudhadasa1900,line_1518447662772_369,तुरत उठावें जाति ते जाति कबीला मोहिं ॥,1190,86,38
dudhadasa1900__06__line_1518447667643_370.png,dudhadasa1900__06,dudhadasa1900,line_1518447667643_370,दूतवचनअटपट सुनिकाना । सकलसभासुनिअतिदुखमाना ॥,1562,104,44
dudhadasa1900__06__line_1518447671496_371.png,dudhadasa1900__06,dudhadasa1900,line_1518447671496_371,नीचजाति नहिं कीन बिचारा । जो असअनुचितबैनउचारा ॥,1562,92,47
dudhadasa1900__06__line_1518447678455_372.png,dudhadasa1900__06,dudhadasa1900,line_1518447678455_372,भयउ शोचबश अवधसमाजू । विधिअबकीन्हचहतकाआजू ॥,1553,88,42
dudhadasa1900__06__line_1518447681710_373.png,dudhadasa1900__06,dudhadasa1900,line_1518447681710_373,जाना राम सभा भय पाई । बोले मधुर वचन हरषाई ॥,1562,93,43
dudhadasa1900__06__line_1518447686165_374.png,dudhadasa1900__06,dudhadasa1900,line_1518447686165_374,बीती निशा याम युगभाई । शयनकरहु निजनिजगृहजाई ॥,1559,86,45
dudhadasa1900__06__line_1518447690355_375.png,dudhadasa1900__06,dudhadasa1900,line_1518447690355_375,आयसु पाय चरण शिरनाई । गये भवन सब करत बड़ाई ॥,1557,95,44
dudhadasa1900__06__line_1518447694623_376.png,dudhadasa1900__06,dudhadasa1900,line_1518447694623_376,गुरु पद रेणु शीशधरि रामा । भाइनसहित गये निजधामा ॥,1560,96,49
dudhadasa1900__06__line_1518447700286_377.png,dudhadasa1900__06,dudhadasa1900,line_1518447700286_377,अनुजसमेत कीन्ह ज्यवनारा । पग धारे मन्दिर स्ववनारा ॥,1563,94,51
dudhadasa1900__06__line_1518447707415_378.png,dudhadasa1900__06,dudhadasa1900,line_1518447707415_378,ज्यहि मन्दिर सोवहिं रघुराई । रचना तासु बरणिनहिं जाई ॥,1560,100,53
dudhadasa1900__07__line_1518447882979_387.png,dudhadasa1900__07,dudhadasa1900,line_1518447882979_387,रामाश्वमेधा ।,333,90,13
dudhadasa1900__07__line_1518447886051_388.png,dudhadasa1900__07,dudhadasa1900,line_1518447886051_388,७,58,90,1
dudhadasa1900__07__line_1518447890610_389.png,dudhadasa1900__07,dudhadasa1900,line_1518447890610_389,छन्द ॥,187,96,6
dudhadasa1900__07__r1l7.png,dudhadasa1900__07,dudhadasa1900,r1l7,बागीश शारद खोजि उपमा थकित ह्वौ बौरी भई ॥,1314,95,40
dudhadasa1900__07__r1l8.png,dudhadasa1900__07,dudhadasa1900,r1l8,मणिहेम मुकतालसित बहुविधि जगमगत देखतबनी ।,1335,92,40
dudhadasa1900__07__r1l10.png,dudhadasa1900__07,dudhadasa1900,r1l10,मत शेष निगम पुराण सकुचत कौन विधि चेरेभनी ॥,1125,92,42
dudhadasa1900__07__r1l13.png,dudhadasa1900__07,dudhadasa1900,r1l13,दो० ज्यहिमन्दिर स्ववनार प्रभु विविध विचित्र वितान ।,941,90,51
dudhadasa1900__07__line_1518447854399_386.png,dudhadasa1900__07,dudhadasa1900,line_1518447854399_386,लखि रचना विधि चारमुख हृदय बहुत सकुचान ॥,1476,94,39
dudhadasa1900__07__line_1518447848897_385.png,dudhadasa1900__07,dudhadasa1900,line_1518447848897_385,पुानिसबभाइनआज्ञादीन्हा । निजनिजमहलशयन सबकीन्हा ॥,1575,125,48
dudhadasa1900__07__line_1518447845091_384.png,dudhadasa1900__07,dudhadasa1900,line_1518447845091_384,सोय राम परयङ्क सुहाई । पौढ़ीं सिया रजायसु पाई ॥,1556,148,47
dudhadasa1900__07__r1l21.png,dudhadasa1900__07,dudhadasa1900,r1l21,अति सियदेखि प्रसन्न कृपाला । बोलीं मञ्जुल गिरा रसाला ॥,1564,93,54
dudhadasa1900__07__line_1518447839308_383.png,dudhadasa1900__07,dudhadasa1900,line_1518447839308_383,नाथ विपिन महँ जोबर दीन्हा । अवशि नाथ सो चाहौं कीन्हा ॥,1560,93,54
dudhadasa1900__07__line_1518447835496_382.png,dudhadasa1900__07,dudhadasa1900,line_1518447835496_382,आयसुहोय जाउँ बन स्वामी । सुनहु बिनयममअन्तर्य्यामी ॥,1573,91,51
dudhadasa1900__07__line_1518447831205_381.png,dudhadasa1900__07,dudhadasa1900,line_1518447831205_381,सुनि प्रभुसीता बचनमनोहर । सजहुसाजहँसिकह्योविहगबर॥,1562,99,49
dudhadasa1900__07__line_1518447811825_380.png,dudhadasa1900__07,dudhadasa1900,line_1518447811825_380,बोलत हँसत नयन अलसाने । सोवन हेतु पीतपट ताने ॥,1573,148,45
dudhadasa1900__07__r1l35.png,dudhadasa1900__07,dudhadasa1900,r1l35,राम सियासोवत यक साथा । लखिशोभारतिकामलजाता ॥,1567,97,43
dudhadasa1900__07__line_1518447959175_390.png,dudhadasa1900__07,dudhadasa1900,line_1518447959175_390,छन्द ॥,173,76,6
dudhadasa1900__07__r1l38.png,dudhadasa1900__07,dudhadasa1900,r1l38,रतिकाम होहिं सनाथ शोभा देखि सीता रामकी ।,1411,97,40
